EmployeeNumber,Age,Gender,MaritalStatus,Attrition,Department,EducationField,Education,DistanceFromHome,BusinessTravel,Over18,EmployeeCount,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Tenure_Band,NumCompaniesWorked
972,45,Male,Married,No,Product & Engineering,Biological Sciences,2,4,No Travel,Y,1,9,9,7,0,8,6-10 yrs,1
1403,27,Female,Married,No,Business Development,Marketing & Communications,3,10,Occasional Travel,Y,1,6,6,2,4,4,6-10 yrs,1
206,45,Male,Divorced,No,Product & Engineering,Biological Sciences,3,9,Occasional Travel,Y,1,20,17,9,0,15,10+ yrs,8
1784,31,Female,Married,No,Business Development,Marketing & Communications,4,29,Occasional Travel,Y,1,13,12,7,5,7,10+ yrs,1
2064,27,Male,Married,No,Product & Engineering,Biological Sciences,3,4,Occasional Travel,Y,1,6,6,2,0,3,6-10 yrs,1
1098,44,Male,Married,Yes,People Operations,Medical Sciences,2,1,Occasional Travel,Y,1,24,20,6,3,6,10+ yrs,9
805,35,Female,Married,No,Business Development,Biological Sciences,4,8,Occasional Travel,Y,1,3,3,2,0,2,3-5 yrs,1
983,38,Female,Single,No,Business Development,Applied Technology,3,10,No Travel,Y,1,6,5,3,1,3,3-5 yrs,1
1729,30,Male,Married,No,Product & Engineering,Biological Sciences,1,16,Occasional Travel,Y,1,10,10,0,0,8,6-10 yrs,1
657,20,Female,Single,No,Product & Engineering,Biological Sciences,3,1,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
773,38,Male,Married,No,Product & Engineering,Medical Sciences,5,2,Occasional Travel,Y,1,6,1,0,0,1,0-2 yrs,6
1113,50,Male,Single,Yes,Business Development,General Studies,4,1,Frequent Travel,Y,1,5,0,0,0,0,0-2 yrs,3
700,27,Male,Single,No,Product & Engineering,Medical Sciences,4,3,Occasional Travel,Y,1,5,4,2,1,1,3-5 yrs,0
878,36,Male,Married,No,People Operations,Biological Sciences,3,8,Occasional Travel,Y,1,6,5,4,0,3,3-5 yrs,0
1542,42,Male,Married,No,Product & Engineering,Medical Sciences,3,2,Occasional Travel,Y,1,4,1,0,0,0,0-2 yrs,4
1837,58,Male,Married,No,Product & Engineering,Biological Sciences,4,15,Frequent Travel,Y,1,23,2,2,2,2,0-2 yrs,2
1099,33,Male,Divorced,No,Product & Engineering,Biological Sciences,3,5,Occasional Travel,Y,1,9,3,2,1,2,3-5 yrs,4
153,34,Female,Single,No,Product & Engineering,Medical Sciences,3,5,Occasional Travel,Y,1,14,11,10,5,8,10+ yrs,2
1028,35,Male,Divorced,No,Product & Engineering,General Studies,3,10,Occasional Travel,Y,1,3,3,2,1,2,3-5 yrs,1
1529,35,Female,Single,No,Product & Engineering,Biological Sciences,3,16,Occasional Travel,Y,1,11,11,8,3,3,10+ yrs,1
1158,41,Male,Married,No,Product & Engineering,Biological Sciences,4,12,Occasional Travel,Y,1,6,1,0,0,0,0-2 yrs,3
158,43,Male,Married,No,Business Development,Biological Sciences,2,26,Frequent Travel,Y,1,25,25,12,4,12,10+ yrs,1
911,32,Male,Single,Yes,Product & Engineering,Biological Sciences,4,25,Occasional Travel,Y,1,1,1,0,0,1,0-2 yrs,1
880,35,Female,Married,No,Product & Engineering,Biological Sciences,3,9,Occasional Travel,Y,1,17,17,14,5,15,10+ yrs,1
493,31,Male,Single,No,Product & Engineering,Biological Sciences,4,9,Occasional Travel,Y,1,3,2,2,2,2,0-2 yrs,0
372,45,Male,Married,No,Product & Engineering,Medical Sciences,2,20,Occasional Travel,Y,1,21,20,7,4,10,10+ yrs,0
910,33,Male,Divorced,No,People Operations,HR Studies,2,3,Occasional Travel,Y,1,7,4,3,0,3,3-5 yrs,3
1304,32,Male,Married,No,Business Development,Medical Sciences,3,8,Occasional Travel,Y,1,10,10,7,0,8,6-10 yrs,1
1140,34,Male,Single,No,Product & Engineering,Biological Sciences,2,2,Frequent Travel,Y,1,5,3,2,0,2,3-5 yrs,2
1212,40,Male,Married,No,Business Development,Medical Sciences,4,2,Frequent Travel,Y,1,5,0,0,0,0,0-2 yrs,5
60,34,Male,Single,No,Business Development,Marketing & Communications,4,23,No Travel,Y,1,10,9,5,8,7,6-10 yrs,0
1771,33,Male,Divorced,No,Product & Engineering,Applied Technology,3,4,No Travel,Y,1,11,9,8,1,7,6-10 yrs,5
1396,32,Male,Married,No,Business Development,Marketing & Communications,1,2,Occasional Travel,Y,1,4,3,2,1,2,3-5 yrs,0
1226,20,Male,Single,No,Business Development,Marketing & Communications,3,21,Occasional Travel,Y,1,2,2,1,2,2,0-2 yrs,1
1073,36,Female,Single,No,Product & Engineering,Medical Sciences,5,12,Occasional Travel,Y,1,15,14,8,7,8,10+ yrs,0
7,27,Male,Married,No,Product & Engineering,Medical Sciences,1,2,Occasional Travel,Y,1,6,2,2,2,2,0-2 yrs,9
1415,25,Male,Married,No,Product & Engineering,Applied Technology,3,1,Occasional Travel,Y,1,7,3,2,0,2,3-5 yrs,4
1787,37,Male,Married,No,Business Development,Marketing & Communications,2,9,Occasional Travel,Y,1,5,5,2,0,3,3-5 yrs,1
363,46,Female,Married,No,Business Development,Applied Technology,3,2,Occasional Travel,Y,1,28,7,7,7,7,6-10 yrs,3
1635,45,Female,Divorced,No,Product & Engineering,General Studies,2,2,Occasional Travel,Y,1,10,10,7,3,9,6-10 yrs,1
1882,34,Male,Married,No,Business Development,Biological Sciences,3,4,Occasional Travel,Y,1,9,5,3,1,0,3-5 yrs,2
593,22,Male,Single,Yes,Product & Engineering,Applied Technology,1,4,Frequent Travel,Y,1,4,2,2,1,2,0-2 yrs,5
1412,35,Male,Single,No,Product & Engineering,Biological Sciences,2,18,Frequent Travel,Y,1,10,2,2,2,2,0-2 yrs,2
1522,29,Male,Single,Yes,Product & Engineering,Applied Technology,4,1,Occasional Travel,Y,1,11,9,7,0,7,6-10 yrs,6
1166,40,Female,Single,No,Product & Engineering,Medical Sciences,4,9,Frequent Travel,Y,1,20,18,7,2,13,10+ yrs,9
1842,31,Male,Married,Yes,People Operations,HR Studies,5,18,Occasional Travel,Y,1,2,1,0,0,0,0-2 yrs,0
417,39,Male,Divorced,No,Product & Engineering,Medical Sciences,3,1,Occasional Travel,Y,1,19,18,10,3,7,10+ yrs,0
1622,28,Female,Divorced,No,Product & Engineering,Medical Sciences,3,27,Occasional Travel,Y,1,6,5,3,0,0,3-5 yrs,0
428,33,Female,Married,No,Product & Engineering,Biological Sciences,4,5,Frequent Travel,Y,1,12,10,6,8,8,6-10 yrs,6
201,19,Female,Single,No,Product & Engineering,Medical Sciences,1,3,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
797,34,Female,Single,No,Product & Engineering,Biological Sciences,4,1,Occasional Travel,Y,1,10,4,2,1,3,3-5 yrs,2
64,48,Male,Single,Yes,Product & Engineering,Biological Sciences,2,1,Occasional Travel,Y,1,23,1,0,0,0,0-2 yrs,9
1618,39,Male,Married,No,Product & Engineering,Medical Sciences,5,10,Occasional Travel,Y,1,10,7,7,7,7,6-10 yrs,2
1011,31,Female,Married,No,Product & Engineering,Biological Sciences,1,1,Frequent Travel,Y,1,4,4,3,0,3,3-5 yrs,1
1162,27,Male,Married,No,Product & Engineering,Biological Sciences,3,6,Occasional Travel,Y,1,4,4,2,2,2,3-5 yrs,1
1577,34,Male,Single,No,Product & Engineering,Medical Sciences,4,7,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
632,24,Male,Married,No,Business Development,Medical Sciences,3,24,Frequent Travel,Y,1,3,2,2,2,1,0-2 yrs,0
1367,51,Female,Single,No,Product & Engineering,Applied Technology,2,11,Occasional Travel,Y,1,29,5,2,0,3,3-5 yrs,3
905,50,Male,Divorced,No,Product & Engineering,Biological Sciences,4,2,No Travel,Y,1,31,31,6,14,7,10+ yrs,1
530,31,Male,Married,No,Product & Engineering,Biological Sciences,2,1,Occasional Travel,Y,1,4,4,2,3,2,3-5 yrs,1
699,36,Male,Divorced,No,Product & Engineering,Medical Sciences,2,9,Occasional Travel,Y,1,13,3,2,0,2,3-5 yrs,2
437,27,Male,Single,No,Business Development,Biological Sciences,3,2,Occasional Travel,Y,1,5,5,4,0,4,3-5 yrs,1
24,38,Male,Single,No,Product & Engineering,Biological Sciences,3,2,Occasional Travel,Y,1,6,3,2,1,2,3-5 yrs,5
954,40,Male,Divorced,No,Business Development,Marketing & Communications,4,10,Occasional Travel,Y,1,11,1,0,0,0,0-2 yrs,2
46,43,Female,Divorced,No,Product & Engineering,Medical Sciences,2,2,Occasional Travel,Y,1,6,5,3,1,4,3-5 yrs,1
1259,27,Male,Divorced,No,Product & Engineering,Biological Sciences,2,4,Occasional Travel,Y,1,5,5,3,0,3,3-5 yrs,1
1154,28,Male,Divorced,No,Product & Engineering,Biological Sciences,3,6,Frequent Travel,Y,1,3,3,1,0,2,3-5 yrs,1
1850,27,Female,Single,No,Product & Engineering,Biological Sciences,2,5,Frequent Travel,Y,1,6,5,4,0,2,3-5 yrs,0
544,45,Male,Married,No,Product & Engineering,Biological Sciences,2,10,Occasional Travel,Y,1,8,2,2,0,2,0-2 yrs,3
1285,34,Female,Divorced,No,Product & Engineering,Medical Sciences,3,19,Frequent Travel,Y,1,15,11,8,5,10,10+ yrs,4
733,27,Male,Divorced,No,Product & Engineering,Biological Sciences,2,10,Frequent Travel,Y,1,9,9,7,1,7,6-10 yrs,1
1048,59,Male,Married,No,Business Development,Applied Technology,2,1,Occasional Travel,Y,1,14,6,4,0,4,6-10 yrs,3
1496,44,Male,Single,No,Product & Engineering,Medical Sciences,1,2,Frequent Travel,Y,1,16,2,2,2,2,0-2 yrs,5
337,31,Male,Divorced,No,Product & Engineering,Medical Sciences,4,3,Frequent Travel,Y,1,9,2,2,2,2,0-2 yrs,9
1592,23,Male,Married,No,Product & Engineering,Applied Technology,3,10,Occasional Travel,Y,1,4,2,2,2,2,0-2 yrs,2
1088,38,Female,Married,No,Product & Engineering,Biological Sciences,1,17,Occasional Travel,Y,1,20,19,9,1,9,10+ yrs,0
661,43,Male,Divorced,No,Product & Engineering,General Studies,4,6,Occasional Travel,Y,1,21,1,0,0,0,0-2 yrs,4
207,32,Female,Single,No,Business Development,Marketing & Communications,3,8,Frequent Travel,Y,1,9,9,8,3,7,6-10 yrs,1
1350,35,Male,Single,No,Product & Engineering,Biological Sciences,4,4,Frequent Travel,Y,1,9,9,6,1,1,6-10 yrs,1
1193,19,Male,Single,No,Product & Engineering,Biological Sciences,2,9,Occasional Travel,Y,1,1,1,1,0,0,0-2 yrs,1
864,45,Male,Divorced,No,Business Development,Marketing & Communications,3,9,Occasional Travel,Y,1,18,5,4,0,2,3-5 yrs,4
956,26,Male,Single,No,Business Development,Medical Sciences,3,1,Frequent Travel,Y,1,7,7,7,0,7,6-10 yrs,1
789,36,Male,Single,No,Business Development,Biological Sciences,4,8,No Travel,Y,1,10,10,7,0,9,6-10 yrs,1
1971,43,Male,Married,No,Product & Engineering,Biological Sciences,3,11,Occasional Travel,Y,1,10,10,9,0,9,6-10 yrs,1
22,22,Male,Divorced,No,Product & Engineering,Medical Sciences,2,16,No Travel,Y,1,1,1,0,0,0,0-2 yrs,1
167,19,Male,Single,Yes,Business Development,Marketing & Communications,1,22,Occasional Travel,Y,1,0,0,0,0,0,0-2 yrs,1
1294,36,Female,Single,No,Product & Engineering,Biological Sciences,4,2,Occasional Travel,Y,1,18,16,14,5,12,10+ yrs,9
1379,31,Female,Single,Yes,Business Development,Biological Sciences,3,2,Frequent Travel,Y,1,3,1,0,0,0,0-2 yrs,7
2025,36,Female,Divorced,No,Product & Engineering,Biological Sciences,2,4,Frequent Travel,Y,1,18,4,2,0,2,3-5 yrs,7
259,52,Male,Married,No,Product & Engineering,Biological Sciences,4,1,Occasional Travel,Y,1,34,33,18,11,9,10+ yrs,0
1607,32,Female,Married,No,Product & Engineering,General Studies,4,5,Occasional Travel,Y,1,6,3,2,0,2,3-5 yrs,3
1397,39,Male,Married,No,Product & Engineering,Biological Sciences,2,25,No Travel,Y,1,13,6,4,0,5,6-10 yrs,3
2019,52,Male,Divorced,No,Business Development,Biological Sciences,4,29,No Travel,Y,1,16,9,8,0,0,6-10 yrs,2
1720,32,Male,Married,No,Product & Engineering,Biological Sciences,3,10,Frequent Travel,Y,1,10,5,2,1,3,3-5 yrs,6
838,34,Female,Single,No,Product & Engineering,Biological Sciences,4,16,Frequent Travel,Y,1,6,5,2,1,3,3-5 yrs,1
246,31,Female,Married,No,Product & Engineering,Medical Sciences,1,12,Occasional Travel,Y,1,7,4,2,0,2,3-5 yrs,8
411,18,Female,Single,No,Business Development,Medical Sciences,3,10,Occasional Travel,Y,1,0,0,0,0,0,0-2 yrs,1
669,21,Male,Single,No,Business Development,Applied Technology,1,22,Occasional Travel,Y,1,3,3,2,1,2,3-5 yrs,1
1847,36,Female,Married,No,Product & Engineering,General Studies,4,2,Occasional Travel,Y,1,15,1,0,0,0,0-2 yrs,4
1725,24,Male,Divorced,No,Product & Engineering,Medical Sciences,1,29,Occasional Travel,Y,1,6,6,2,1,2,6-10 yrs,1
1701,34,Female,Married,No,Product & Engineering,Biological Sciences,3,19,Occasional Travel,Y,1,10,10,9,8,7,6-10 yrs,1
707,25,Male,Married,No,Business Development,Biological Sciences,3,8,Occasional Travel,Y,1,4,3,2,1,2,3-5 yrs,0
1506,28,Male,Divorced,No,Product & Engineering,Biological Sciences,3,1,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
643,24,Male,Married,No,Product & Engineering,General Studies,2,17,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
214,58,Female,Married,No,Product & Engineering,Medical Sciences,3,9,Occasional Travel,Y,1,9,1,0,0,0,0-2 yrs,4
21,32,Male,Divorced,No,Product & Engineering,Biological Sciences,2,5,Occasional Travel,Y,1,7,6,2,0,5,6-10 yrs,0
1513,29,Female,Married,No,Product & Engineering,Biological Sciences,1,2,Frequent Travel,Y,1,4,3,2,0,2,3-5 yrs,0
749,29,Male,Single,No,Business Development,Biological Sciences,3,10,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
913,44,Male,Married,No,Product & Engineering,Biological Sciences,2,9,Occasional Travel,Y,1,8,8,7,7,1,6-10 yrs,1
1684,23,Male,Single,Yes,Product & Engineering,Medical Sciences,1,8,Occasional Travel,Y,1,5,5,4,1,2,3-5 yrs,1
1436,36,Female,Married,No,Business Development,Marketing & Communications,4,16,Occasional Travel,Y,1,11,3,2,0,2,3-5 yrs,4
1727,46,Male,Single,No,Product & Engineering,Biological Sciences,4,13,Occasional Travel,Y,1,19,10,7,0,9,6-10 yrs,6
1346,40,Male,Single,No,Product & Engineering,Biological Sciences,3,2,Occasional Travel,Y,1,9,9,8,8,8,6-10 yrs,1
1948,31,Male,Divorced,No,Product & Engineering,Medical Sciences,2,3,No Travel,Y,1,4,4,2,2,3,3-5 yrs,1
389,55,Male,Married,No,Product & Engineering,Applied Technology,2,20,Occasional Travel,Y,1,12,10,7,0,8,6-10 yrs,3
1107,26,Male,Divorced,Yes,Product & Engineering,Medical Sciences,3,21,Occasional Travel,Y,1,1,1,1,0,0,0-2 yrs,1
309,59,Male,Married,No,Product & Engineering,Biological Sciences,3,3,Occasional Travel,Y,1,7,1,0,0,0,0-2 yrs,3
33,32,Female,Single,Yes,Product & Engineering,Biological Sciences,1,16,Frequent Travel,Y,1,10,10,2,6,7,6-10 yrs,1
585,30,Male,Single,No,Business Development,Marketing & Communications,1,7,Occasional Travel,Y,1,4,3,2,1,2,3-5 yrs,0
2013,32,Male,Married,No,Business Development,Medical Sciences,4,1,Occasional Travel,Y,1,3,2,2,2,2,0-2 yrs,0
315,29,Male,Single,Yes,Product & Engineering,Medical Sciences,1,18,Occasional Travel,Y,1,4,4,3,0,1,3-5 yrs,1
49,35,Female,Married,No,Business Development,Marketing & Communications,3,2,Occasional Travel,Y,1,2,2,2,2,2,0-2 yrs,1
1038,52,Female,Married,Yes,Business Development,Marketing & Communications,1,2,Occasional Travel,Y,1,33,32,14,6,9,10+ yrs,1
1474,40,Male,Divorced,No,Product & Engineering,Medical Sciences,3,2,Occasional Travel,Y,1,8,3,1,1,2,3-5 yrs,2
631,32,Male,Married,Yes,Business Development,General Studies,4,11,No Travel,Y,1,6,4,2,1,2,3-5 yrs,8
1756,33,Female,Single,No,Business Development,Marketing & Communications,3,2,No Travel,Y,1,13,11,7,1,7,10+ yrs,8
2031,42,Male,Married,No,Product & Engineering,Biological Sciences,3,2,Occasional Travel,Y,1,24,22,6,4,14,10+ yrs,5
958,36,Male,Single,No,Product & Engineering,Medical Sciences,4,2,Occasional Travel,Y,1,16,11,8,3,9,10+ yrs,4
1900,48,Female,Divorced,No,Product & Engineering,Medical Sciences,3,22,Frequent Travel,Y,1,24,22,17,4,7,10+ yrs,3
887,49,Female,Married,No,Product & Engineering,Applied Technology,3,1,Occasional Travel,Y,1,7,4,2,0,2,3-5 yrs,2
1778,43,Male,Single,No,People Operations,Biological Sciences,3,2,Occasional Travel,Y,1,10,9,7,1,8,6-10 yrs,0
1631,37,Male,Married,No,Product & Engineering,Biological Sciences,3,19,Occasional Travel,Y,1,9,4,3,0,2,3-5 yrs,3
1719,45,Female,Single,No,Product & Engineering,Applied Technology,2,28,Occasional Travel,Y,1,21,21,6,8,6,10+ yrs,1
1873,55,Male,Married,No,Product & Engineering,Applied Technology,4,2,Occasional Travel,Y,1,19,5,2,0,4,3-5 yrs,8
1111,28,Male,Divorced,Yes,Product & Engineering,Medical Sciences,3,1,Frequent Travel,Y,1,1,1,0,0,0,0-2 yrs,1
217,22,Male,Married,No,Product & Engineering,Medical Sciences,1,19,Occasional Travel,Y,1,2,2,2,2,2,0-2 yrs,1
1338,56,Male,Single,No,People Operations,Biological Sciences,4,8,Occasional Travel,Y,1,36,7,3,7,7,6-10 yrs,6
1667,35,Male,Single,Yes,Business Development,General Studies,4,12,Frequent Travel,Y,1,13,11,9,6,7,10+ yrs,3
1138,49,Male,Married,No,Business Development,Applied Technology,4,8,Occasional Travel,Y,1,22,9,8,2,3,6-10 yrs,6
1746,24,Male,Married,No,People Operations,Medical Sciences,3,10,Frequent Travel,Y,1,3,2,2,2,1,0-2 yrs,0
1228,46,Male,Divorced,No,Product & Engineering,Applied Technology,4,2,Occasional Travel,Y,1,12,6,3,1,4,6-10 yrs,2
1277,45,Female,Single,Yes,Business Development,Marketing & Communications,3,2,Occasional Travel,Y,1,26,24,10,1,11,10+ yrs,2
205,53,Male,Married,No,Business Development,Marketing & Communications,2,6,Occasional Travel,Y,1,13,7,7,4,5,6-10 yrs,2
1888,45,Female,Married,No,Product & Engineering,Biological Sciences,2,25,Occasional Travel,Y,1,10,9,8,3,8,6-10 yrs,0
692,33,Male,Divorced,No,Product & Engineering,Biological Sciences,3,6,Frequent Travel,Y,1,15,13,11,4,7,10+ yrs,3
1602,46,Male,Single,No,Business Development,Biological Sciences,4,1,Occasional Travel,Y,1,27,26,0,0,12,10+ yrs,1
1728,35,Male,Married,No,Product & Engineering,Biological Sciences,4,27,Occasional Travel,Y,1,17,7,7,0,7,6-10 yrs,2
138,34,Female,Single,No,Product & Engineering,General Studies,4,6,Occasional Travel,Y,1,16,16,13,2,10,10+ yrs,1
812,24,Male,Divorced,No,Product & Engineering,Biological Sciences,3,9,No Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1826,35,Male,Married,No,Product & Engineering,Medical Sciences,4,23,Occasional Travel,Y,1,6,5,4,0,3,3-5 yrs,0
1612,45,Male,Married,No,Business Development,Marketing & Communications,3,26,No Travel,Y,1,10,10,7,4,5,6-10 yrs,1
70,35,Male,Married,No,Product & Engineering,Medical Sciences,2,11,No Travel,Y,1,10,4,0,2,3,3-5 yrs,2
204,35,Male,Married,No,Business Development,Marketing & Communications,5,1,Occasional Travel,Y,1,10,10,8,0,6,6-10 yrs,1
534,41,Male,Married,No,Business Development,Marketing & Communications,3,1,Occasional Travel,Y,1,10,10,7,0,7,6-10 yrs,1
2009,33,Female,Married,No,Product & Engineering,Medical Sciences,2,15,Occasional Travel,Y,1,10,9,7,8,1,6-10 yrs,0
286,36,Female,Single,No,Product & Engineering,Medical Sciences,1,18,Frequent Travel,Y,1,8,8,1,1,7,6-10 yrs,1
1982,23,Male,Single,No,Product & Engineering,General Studies,2,12,Occasional Travel,Y,1,5,5,2,1,4,3-5 yrs,1
1586,29,Male,Single,No,Product & Engineering,Medical Sciences,1,3,Occasional Travel,Y,1,10,10,9,1,5,6-10 yrs,1
12,38,Male,Single,No,Product & Engineering,Biological Sciences,3,23,Frequent Travel,Y,1,10,9,7,1,8,6-10 yrs,0
1430,31,Female,Single,No,Product & Engineering,Biological Sciences,5,8,Occasional Travel,Y,1,9,3,2,1,0,3-5 yrs,3
1849,43,Male,Married,No,Business Development,Biological Sciences,4,2,Frequent Travel,Y,1,7,7,7,7,7,6-10 yrs,1
1494,24,Male,Single,Yes,Product & Engineering,Medical Sciences,3,9,Frequent Travel,Y,1,4,0,0,0,0,0-2 yrs,2
606,45,Male,Married,No,Business Development,General Studies,3,2,Occasional Travel,Y,1,9,8,7,3,7,6-10 yrs,0
347,42,Female,Single,No,Product & Engineering,Biological Sciences,2,17,Occasional Travel,Y,1,10,3,2,0,2,3-5 yrs,3
1252,31,Female,Single,No,Product & Engineering,Medical Sciences,3,24,Occasional Travel,Y,1,10,10,9,1,8,6-10 yrs,1
1799,28,Male,Married,No,Product & Engineering,Biological Sciences,3,1,Occasional Travel,Y,1,5,5,3,0,3,3-5 yrs,1
1234,32,Female,Married,No,Product & Engineering,General Studies,3,13,Frequent Travel,Y,1,2,2,2,2,2,0-2 yrs,1
1952,26,Male,Single,No,Product & Engineering,Medical Sciences,3,1,Occasional Travel,Y,1,8,7,7,7,6,6-10 yrs,0
861,30,Male,Divorced,No,Product & Engineering,Biological Sciences,4,5,Frequent Travel,Y,1,10,5,4,0,3,3-5 yrs,9
465,23,Male,Divorced,No,Product & Engineering,Biological Sciences,1,26,Occasional Travel,Y,1,4,4,2,0,2,3-5 yrs,1
1766,38,Male,Married,No,Product & Engineering,Medical Sciences,3,18,Occasional Travel,Y,1,15,1,0,1,0,0-2 yrs,3
362,32,Male,Single,No,Product & Engineering,Applied Technology,1,2,Occasional Travel,Y,1,9,6,2,0,4,6-10 yrs,4
202,40,Female,Divorced,No,Product & Engineering,Medical Sciences,3,26,Frequent Travel,Y,1,20,20,7,2,13,10+ yrs,1
635,37,Female,Married,No,Product & Engineering,Biological Sciences,4,1,Occasional Travel,Y,1,8,6,5,4,3,6-10 yrs,6
888,24,Male,Married,No,Product & Engineering,Biological Sciences,1,4,No Travel,Y,1,6,5,2,3,4,3-5 yrs,0
2048,40,Male,Single,No,Product & Engineering,Biological Sciences,4,2,Occasional Travel,Y,1,8,2,2,2,2,0-2 yrs,2
1949,36,Male,Married,No,Product & Engineering,Biological Sciences,4,9,No Travel,Y,1,5,5,4,0,2,3-5 yrs,1
758,23,Male,Married,No,Product & Engineering,Medical Sciences,1,9,Occasional Travel,Y,1,5,4,3,0,2,3-5 yrs,1
1295,44,Female,Married,Yes,Product & Engineering,Medical Sciences,3,15,Occasional Travel,Y,1,10,10,7,0,5,6-10 yrs,1
659,42,Female,Married,No,Product & Engineering,Biological Sciences,4,2,Occasional Travel,Y,1,10,10,2,2,2,6-10 yrs,1
1865,29,Male,Married,No,People Operations,Medical Sciences,1,6,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
1649,40,Male,Single,Yes,Product & Engineering,Biological Sciences,3,7,Occasional Travel,Y,1,10,4,2,0,3,3-5 yrs,3
198,30,Male,Single,No,Product & Engineering,Medical Sciences,1,2,Occasional Travel,Y,1,6,5,3,1,2,3-5 yrs,0
533,30,Female,Single,No,Business Development,Applied Technology,3,12,Occasional Travel,Y,1,6,5,4,4,4,3-5 yrs,0
1334,42,Male,Married,No,Product & Engineering,Biological Sciences,1,2,No Travel,Y,1,21,20,8,2,10,10+ yrs,0
1943,42,Male,Divorced,No,Business Development,Marketing & Communications,4,12,Occasional Travel,Y,1,14,0,0,0,0,0-2 yrs,3
916,28,Male,Single,No,Business Development,Medical Sciences,4,5,Occasional Travel,Y,1,4,4,2,0,2,3-5 yrs,1
622,26,Male,Single,Yes,Product & Engineering,Applied Technology,3,24,Occasional Travel,Y,1,1,1,0,0,0,0-2 yrs,1
253,40,Female,Married,No,Product & Engineering,Medical Sciences,1,4,Occasional Travel,Y,1,21,20,8,9,9,10+ yrs,1
1617,49,Female,Married,No,Product & Engineering,Biological Sciences,4,25,Occasional Travel,Y,1,10,9,6,1,4,6-10 yrs,1
1718,26,Male,Married,No,Product & Engineering,Medical Sciences,4,17,Occasional Travel,Y,1,3,3,2,0,2,3-5 yrs,1
842,55,Male,Single,Yes,Business Development,Medical Sciences,1,2,Occasional Travel,Y,1,12,9,7,7,3,6-10 yrs,4
194,30,Female,Single,No,Product & Engineering,Biological Sciences,3,18,Occasional Travel,Y,1,5,5,4,0,4,3-5 yrs,1
1040,50,Female,Married,No,Business Development,Biological Sciences,3,1,No Travel,Y,1,19,18,7,0,13,10+ yrs,0
1380,35,Female,Married,Yes,Business Development,Marketing & Communications,4,18,Frequent Travel,Y,1,5,4,2,3,2,3-5 yrs,0
270,42,Female,Divorced,No,Product & Engineering,Medical Sciences,2,21,No Travel,Y,1,11,5,3,0,2,3-5 yrs,2
1238,33,Male,Married,No,Product & Engineering,Medical Sciences,3,9,Occasional Travel,Y,1,15,14,10,4,10,10+ yrs,0
385,50,Male,Divorced,No,Product & Engineering,Biological Sciences,1,4,Occasional Travel,Y,1,28,10,4,1,6,6-10 yrs,3
401,26,Male,Single,Yes,Business Development,Marketing & Communications,4,4,Occasional Travel,Y,1,8,8,7,7,4,6-10 yrs,1
2027,29,Male,Married,Yes,Product & Engineering,Medical Sciences,4,1,Occasional Travel,Y,1,4,2,2,2,2,0-2 yrs,9
531,39,Male,Divorced,No,Product & Engineering,Biological Sciences,1,1,Frequent Travel,Y,1,21,21,8,1,6,10+ yrs,1
161,56,Female,Married,Yes,Product & Engineering,Biological Sciences,4,14,Occasional Travel,Y,1,7,5,4,4,3,3-5 yrs,9
1694,55,Male,Divorced,No,Product & Engineering,Applied Technology,3,22,Occasional Travel,Y,1,8,4,2,1,2,3-5 yrs,5
277,34,Male,Divorced,No,Product & Engineering,Medical Sciences,4,10,Frequent Travel,Y,1,5,5,3,2,0,3-5 yrs,1
1164,35,Male,Single,No,People Operations,Applied Technology,4,8,Occasional Travel,Y,1,6,5,4,1,4,3-5 yrs,1
338,33,Female,Married,No,Product & Engineering,Biological Sciences,4,5,Occasional Travel,Y,1,2,2,2,0,2,0-2 yrs,1
1967,31,Male,Married,Yes,Business Development,Marketing & Communications,4,26,Frequent Travel,Y,1,10,10,7,0,8,6-10 yrs,1
1947,28,Male,Single,No,Product & Engineering,Medical Sciences,3,16,No Travel,Y,1,5,5,3,1,4,3-5 yrs,1
1624,18,Female,Single,Yes,Business Development,Medical Sciences,2,3,Frequent Travel,Y,1,0,0,0,0,0,0-2 yrs,1
513,36,Male,Married,No,Business Development,Medical Sciences,2,2,Occasional Travel,Y,1,10,10,9,9,0,6-10 yrs,1
1816,30,Female,Single,No,Product & Engineering,Medical Sciences,3,10,Occasional Travel,Y,1,9,7,7,0,2,6-10 yrs,9
1195,45,Female,Married,No,Product & Engineering,Medical Sciences,3,7,Occasional Travel,Y,1,7,3,2,0,2,3-5 yrs,4
303,54,Female,Married,No,Business Development,Marketing & Communications,3,3,Occasional Travel,Y,1,16,6,2,0,5,6-10 yrs,2
889,32,Male,Married,No,Business Development,Biological Sciences,2,5,Frequent Travel,Y,1,10,10,8,5,3,6-10 yrs,1
